content,sentimen,aspek
Saya senang dengan kecepatan tanggapan penjual saat saya melakukan pembelian. Mereka dengan cepat mengonfirmasi pesanan dan memberikan informasi pengiriman,positif,Responsiveness
membayar tagihan dan tiket dengan lancar tanpa ada kendala bagus,positif,System Availability
"Informasi pembayaran saya tidak aman di shopi, saldo saya tiba-tiba hilang. Saya khawatir transaksi pembayaran lain spt kartu kredit saya disalahgunakan",negatif,Privacy
"Tiba tiba pesanan datang atas nama saya, padahal saya tidak pesan apapun, data saya apa bocor? Mana COD lagi, jadi saya rugi. Kok bisa? Wah ga aman, alamat rumah diketahui orang yang ga jelas",negatif,Privacy
Belanja online jd lbih mudah kita jd ga prlu prgi kmn2 mnurut sy cieðŸ˜ tinggl duduk manis paket dtg deh apa lagi belanja ye di shopee bnyak diskon nye trimakasih shopee...ðŸ˜Š,positif,Efficiency
"Aplikasi ini luar biasa! Ketika saya menerima barang yang rusak, mereka dengan cepat mengatur pengembalian dan menggantikannya tanpa masalah",positif,Compensation
"Saya bisa menghubungi cs saat ada masalah pengiriman karena cs shopee setau saya terbuka 24 jam, setau saya begitu, syukur alhamdulillah juga semoga tambah baik shopee",positif,Contact
"Kemarin belanja 2x,, salah,, itu di toko yg berbeda,, saya beli celana warna navy (biru dongker) tapi yg datang warna hitam,,,kecewa sangat",negatif,Fulfillment
"Saya rasa di aplikasi ini, sebenarnya saya ingin bertanya banyak hal ke penjual tetapi kenapa akses berkomunikasi sangat terbatas ya medianya Cuma chat aplikasi sedangkan di chat aplikasi banyak pesan spam toko akhirnya chat ketimbun tidak terlihat",negatif,Contact
Proses pengembalian dana atau biaya yang mudah jika barang yang diterima rusak atau tidak sesuai pesanan,positif,Compensation
"Alat transaksi di shopi tidak aman. Saya pernah mengalami kasus penipuan di aplikasi ini, menunjukkan kerentanan sistem mereka terhadap aktivitas penipuan.",negatif,Privacy
"Saya pelanggan COD, ketika saya pesan paket di Shopee lalu barang sedang dalam perjalanan menuju tujuan tiba2 paket gagal kirim padahal saya menungu sudah lama dan terjadi terus menerus dan berkali-kali terkadang terjadi gagal kirim karena kesalahan kalian, lalu tiba2 saya di peringatkan untuk metode COD saya akan di blokir, kalian yg salah customer yg di peringatkan, benahi sistem kalian.",negatif,Fulfillment
"Fitur pengembalian barang harusnya bisa request pick up juga supaya pembeli yang dirugikan karena barang tidak sesuai, tidak dirugikan lagi pakek ngantar ke ekspedisi. Masak kalah sama toko h sebelah pngembalian barang tinggal tunggu dirumah. Karena saya user semua e commerce.",negatif,Compensation
"Saya 3x mengalami transaksi dimana barang yang saya terima kurang dr yg saya order, saya sudah upload unboxing, katanya ada fitur pengembalian dana, nyatanya suruh pengembalian barang, masalahnya..tidak semua user banyak waktu untuk mengurus pengembalian, dan disinilah dimanfaatkan oleh penjual dengan sengaja mengirim barang dengan jumlah kurang. Toh tidak ada tindak lanjut dari shopee.. merajalela lah penjualÂ² trsebut. Terus terang Kecewa saya, menu diskusi juga Gak berguna, PADA CUEK",negatif,Compensation
"Kalau ada bintang 0 akan saya kasih bintang 0, CS shopee sangat tidak membantu untuk menyelesaikan kasus, jangan mau download shopee, pelayanannya terhadap customer sangatlah BURUK.",negatif,Responsiveness
"Saya tidak punya kuota data dan hanya ada pulsa saat terdapat kendala pesanan shope, untung ada layanan berkomunikasi via telepon jadi saya bisa telepon.. terima kasih shope",positif,Contact
Aplikasi ini sangat membantu dalam menyediakan akses komunikasi yang lengkap dengan cs,positif,Contact
"Saya merasa sangat puas dengan kebijakan pengembalian di aplikasi ini. Ketika barang tidak sesuai, mereka memberikan pengembalian dana tanpa banyak pertanyaan",positif,Compensation
"Aplikasi marketplace bagus tapi makin lama makin buruk, sebagai seller rugi banyak karena aplikasi ini. masak barang dari Jateng bagus sampai Samarinda kurang dikit rusak harusnya bisa diklaim dong uang/nggak kembalikan paketnya, ini cuma rusak udah gitu aja tidak ada kembalikan uang/barang, udah hilang untung hilang juga barangnya.",negatif,Compensation
Adanya SpayLater orang dengan mudahnya di tipu. Pihak shopee hanya minta tagihan ke saya. Bukannya minta tagihan ke nomor yang tertera disitu. Padahal jelas sekali nomor yang menggunakan produk pembelian di shopee menggunakan SpayLater. Saya merasa dirugikan karena mendapat tagihan yang lumayan banyak sedangkan saya tidak menggunakannya,negatif,Privacy
"Shopee the best sekali deh,mempermudah segala tentang perbelanjaan,apa lagi sekarang ada sistem shopeepay-later segala,yang dapat memudahkan dalam berbelanja para penggemar shopee,saat uang nya pas-pasan bisa bayar di bulan berikutnya,bahkan kalo kita mau jualan atau memang barang yang kita inginkan harganya kebetulan lumayan bisa sistem credit mulai dari 1-12 bulan,pokoknya the best deh,dengan begitu kan para pengguna shopee bener terbantu.Alhamdulillah selama belanja d shopee selalu memuaskan.",positif,Efficiency
Yuk adain perwakilan di sosmed pihak ekspedisi untuk menampung segala keluhan dan bisa dihubungi serta no atau sosmednya bisa diinfokan di aplikasi shopi biar tidak ada kesalahan berulang,negatif,Contact
"Shopee skrng kadang susah dibuka,kuota mash banyak dan jaringan kuat tetap aja susah dibuka",negatif,Efficiency
"Tingkat keamanannya tlong di perketat lagi dong ka,,klo bisa ganti pin hrus pake scan wajah dulu, soalnya klo hp hilang bisa dgn mudah di pakai orang lain",negatif,Privacy
"Saya menerima 2 paket dengan 2 ekspedisi yang berbeda dan jumlah harga yang sama, tolong data pembeli di jaga jangan sampai ada kebocoran lagi, harga lumayan 171600 ketipu, makasih",negatif,Privacy
"Fraud semakin umum terjadi, semakin banyak korban yang kehilangan dana, ayo shopi tingkatkan perlindungan untuk penggunamu dong",negatif,Privacy
Alhamdulillah selalu beli di toko ini mata kail untuk mancing ikan ... pengiriman cepat sebelum tanggal yang di tentukan barang sudah sampai duluan puas sakali belanja online Dsni .gak nyesel dah jadi bisa mancing besok,positif,Fulfillment
"Slalu tepat waktu, dan cepat dalam pengiriman. Barang baik dan bagus sesuai dengan ekspektasi. Alhamdullilah sejauh ini belum ada yang mengecewakan.",positif,Fulfillment
"Sudah update, Install Ulang, Log Out lalu Log In kembali tapi kalau nyari produk menggunakan filter lokasi malah selalu error. Yang muncul cuma tulisan apa gitu, mirip 404, lah kalo browsing di google. Capek. Mungkin memang sudah waktunya pindah platform. Makasih. ðŸ˜¬",negatif,System Availability
"Kmren saya kasih bintang 5..... Skrg saya ganti bintang 1 az Kalo bisa mau bintanh0 Pembelian akan lancar az terus slma blm dpt mslh ,brang belanjaan rusak kemudian kita mengajukan pngmbalian barang atau dana. Saat itu klhtan kualitas sbnrnya dr agen2 shopee. Aplikasi sebesar shopee cara pnyelesaian mslh kecil dan ribet Sdh gitu lamaa dan bertele2..... Ujung2nya pembeli yg dirugikan. Dan pihak shopee tdk mau tau. Sepertinya karna shopee mrasa mereka sdh jd aplikasi besar jd tdk mndngrkn pembeli",negatif,Compensation
Tambah detail informasi kontak seller agar dapat terlihat oleh pembeli biar mudah komunikasinya,negatif,Contact
Tolong untuk penjual dengan nama powoneshop tidak bener saya pesen barang yg sampai tidak sesuai apa yg di inginkan and pengembalian dana dari toko tidak ada respon trs di chat tidak pernah bales sama sekali iniÂ² akun penipu powoneshop..,negatif,Compensation
"Udah 2 hari ini mau pakai Spaylater gak bisaÂ², selalu muncul KAMI SEDANG MEMUAT FITUR. udah nunggu 2 jam malah tibaÂ² di batal kan sama pihak shopee tibaÂ².tolong dong ini kenapa",negatif,System Availability
"Baru update knp aplikasi sering keluar sendiri, mau belanja gak bisa. Smntr shopeepay ada isinya. Gimana sih ini Lumayan. Makin ksini makin dibikin kesel",negatif,System Availability
"Mengisi saldo emoney melalui shopee dari tgl 17 sampe hari ini belum masuk juga..mengajukan pengembalian dana ditolak,shopee tidak bertanggung jawab. Rugi 300rb sampe skrng blum masuk saldo emoney nya. Tolong diperbaiki dan dibantu secepatnya proses kendala saya",negatif,Compensation
Saya tanya sama customer service terkait masalah transaksi tapi belum ada respon sama sekali.,negatif,Responsiveness
"Kok ga bisa melakukan pembayaran ya, loading terus Kalau karna sinyal, saya coba pakai2 aplikasi lain lancar2 aja, ga ada masalah",negatif,Efficiency
Pengembalian dana saya diproses dengan mudah dan tanpa hambatan. Saya benar-benar merasa dihargai sebagai pelanggan,positif,Compensation
Nggak kata katanya ..pokoknya mantap dah pengirimannya cepat dan tepat...cuman 1 sih kalau bisa penjual online nakal jangan di konfirmasi,positif,Fulfillment
"Tolong ya shopee dibenerin lgi buat fitur shopeepaynya, masa harus download2an terus, udah sampe 2x uninstall install tetep aja ga bisa check out udah mana tak tf ga bisa balikin ke bank lgi gegara masalah downloading fitur terus.",negatif,System Availability
"Dapat retur barang waktu barang saya tidak sesuai pesanan, jadi puas belanja disini",positif,Compensation
"Kecewa saya sama shopee terlalu banyak penjual nya penipu, & tidak amanah. Proses pengajuan pengembalian dana nya terlalu ribet apalagi dari pihak penjual nya tidak respon.",negatif,Compensation
"Untuk pihak Shopee saya minta tolongg tmbh kn fitur nomor kurir distts pengiriman nyaðŸ™ðŸ™, sulit buat ngehubungin kurir krna tdk ada nomor yg tertera. Masak si paket saya sering banget ada masalah",negatif,Contact
"Tolong lah,, jangan banyak2 iklan dan kenapa saat masuk ke aplikasi, sering2 keluar sendiri, dengan notif sedang ada perbaikan,,dan ini sering,, padahal sebelum nya saya suka pakai apk ini dan tidak se kacau ini apknya ,, tolong tindakan perbaikan nya ya...",negatif,System Availability
"Tolong dong untuk shope,,, tolong lebih teliti untuk melihat akun akun fake,,,, Dan sekarang banyak yg menjual tapi harus melalui wa,,, padahal lewat shoope kan bisa,, akun penipu kok bisa lolos dari keamanan shope?,,",negatif,Privacy
"Baru download shopee, fitur shopeepay nya masih download juga tapi ga bisa terus. Pdhl jaringan bagus, penyimpanan cukup. Ini kendalanya apa ya dan bagaimana solusinya. Aku cari di yt gaada. Padahal lagi urgent banget buat bayar keperluan lewat shopeepay",negatif,System Availability
memudahkan untuk belanja online juga jadi kalo mau beli apa-apa juga jadi gampang,positif,Efficiency
"Aplikasi ini memberikan pelayanan pelanggan yang luar biasa. Ketika pesanan saya tidak sesuai, mereka dengan ramah mengatur pengembalian dan menggantinya dengan benar",positif,Compensation
Shopee membantu dan memudahkan sy utk berbelanja. Dgn jarak jauh pun tersedia dgn duduk manis.paket pun tiba.,positif,Efficiency
Shopee buruk banget skrng.. CS pelayanannya buruk..,negatif,Responsiveness
"Tempat belanja yg sangat2 amat membantu , dan bnyk berbagai fitur. Suxes selalu untuk shopee",positif,Efficiency
Keren karena saya bisa chat pesan ke sosial media shopee ketika membutuhkan saat ada masalah,positif,Contact
"Aplikasinya nyaman, tidak ada gangguan dari pihak luar, terpercaya, so far safe bgt okay",positif,Privacy
"Saya kecewa , parahnya saya tidak memesan barang, tapi kurir memberi kan paket pada saya,padahal saya tidak memesan barang , Saya sudah kena 2 kali,kurir memberi tau pada saya,anda memesan Handphone dan kaos bayi,padahal aku nggak pesan apa apa,yah kalo ada pesanan pasti ada pemberitahuan dari apk shopee,jadi mohon perbaiki lagi keamanannya, ada kebocoran data jadi tau alamat saya",negatif,Privacy
"Klo ada kendala dan larinya ke cs suka ga pernah bisa selesai kendalanya, dari dulu ga pernah bikin nyelesain cs-nya",negatif,Responsiveness
"Di shopee pernah dapet barang palsu, barang palsu yang sulit di tolerir terutama kosmetik.semoga lebih selektif lagi terhadap pedagang curang.",negatif,Fulfillment
"Aplikasi lemot, banyak fitur gak penting yang memperlambat kinerja.",negatif,Efficiency
Shopee ngeri banyak penipuannya. .. Bagus Tokopedia lebih optimal sistem keamanannya ..,negatif,Privacy
"Respon penjual ketika dichat masalah pesanan dijawab dengan cepat dan baik, saya puas dgn shoope..",positif,Responsiveness
"Mudah untuk berbelanja untuk cari kebutuhan produk, mudah nggak pake ribet.. Thx shopee",positif,Efficiency
"Belanja disini nyaman terus data terlindungi juga karena setau saya shopi ini bekerja sama dengan otoritas dan lembaga berwenang dalam menangani masalah kejahatan cyber, jadi meminimalkan resiko peretasan dan aman lah menurutku",positif,Privacy
Aplikasi Shopee sulit memberikan informasi kontak yang jelas untuk penjual selain fitur chat,negatif,Contact
"Akses komunikasi di shopee ini banyak, saya baru tau bisa chat melalui sosial media bahkan email, jadi keluhan saya itu bisa saya sampaikan karena ada akses komunikasi",positif,Contact
aku pertama kali isi saldo shopee pay langsung masuk dan berjalan dengan lancar jadi bisa dibuat belanja lagi yeay,positif,System Availability
"Ini gimana sih aplikasi error mulu gabisa cek out barang"" gbsa d beli pdhl udah d update tapi ttp aja ga bisa mohon dong diperbaiki",negatif,System Availability
"Penjualnya ramah2, saya bertanya selalu dijawab",positif,Responsiveness
"Kurang memuaskan!!pertama kali beli kecewa, pelayanan jasa kirim gak jelas,barang dikirim tak sampe sampeðŸ™„ðŸ™„ tolonglah diperbaiki pelayanan nya ðŸ™„",negatif,Fulfillment
"May 2023, hallo admin, saya bberapa kali dapat pesanan yang tidak sesuai, misal beli 5 item, ternyata cuma di packing 4 item, sedangkan yg 1 item gak ada, saya malas chat komplain yg ribet, bisa gak ya diperbaiki lagi perilaku penjual yang nakal, ato memudahkan komplain dengan video unboxing saja, ðŸ˜ƒ Thnkz shopee",negatif,Fulfillment
Masalah saya selalu ditampung dengan baik karena ada email yang dihubungi untuk menampung setiap keluhan saya,positif,Contact
"Makin buruk aplikasi ini, shope expres nya pengantaran lamaa tidak sampaiÂ²",negatif,Fulfillment
"Jelek banget! Aplikasi lambat kalau di buka padahal sinyal lancar. Potongan ongkir juga gak sebanyak dulu. Tolong diperbaiki, saya benar-benar tidak nyaman.",negatif,Efficiency
"Aplikasinya lancar, mungkin yang review ""tidak lancar, keluar sendiri"" masalahnya ada di smartphone nya, coba kosongkan penyimpanan, kasih ruang yang banyak, karena cache shopee ini cukup banyak ...",positif,System Availability
"Aplikasi makin lama makin lelet,mau mesan susah, Vcr gratis ongkir tak bisa di gunakan Tolong di perbaiki server nya",negatif,Efficiency
Saya sangat senang berbelanja di Shope ini karena bisa menjaga privasi pengguna. Sistem keamanannya kuat jadi saya merasa aman untuk memberikan informasi pribadi dan data transaksi saya,positif,Privacy
Aplikasi terlalu berat jadi untuk loading terlalu lama.hati2 pakai aplikasi ini untuk pengisian uang elektronik.kalau gagal tidak ada pengembalian dana walaupun gagalnya karena kesalahan sistem,negatif,Compensation
"Dear shopee.. Sya merasa tidak berbelanja tetapi ad empat jenis barang yg dialamatkan ke saya dan atas nama sya.. Mohon sistem di aplikasiny diperbaiki.. Sy sebagai pelanggan anda merasa sangat dirugikan.. Mau tidak terima barangny kasihan yg jualan.. Mau dikembalikan tambah urusan.. Mohon disikapi dan ditingkatkan kualitas keamanannya, kok bisa ngirim ke orang lain dan datanya dapat darimana?.. Terimakasih..",negatif,Privacy
"Aplikasi sudah saya update dan sinyal wifi saya oke tidak ada masalah tapi aplikasi sering keluar sendiri, tidak mau bekerja. Apa solusinya?",negatif,System Availability
Aplikasinya lemot bngt sekarang.. harus ekstra sabar klo lg buru2 mau isi pulsa segala macem.. roamingnya lama bngt.. udh gitu pembaruan terus,negatif,Efficiency
